year,oshpd_id,facility_name,county_name,er_service_level_desc,type,count
2012,106100697,COALINGA REGIONAL MEDICAL CENTER,FRESNO,STANDBY,ED_Visit,7877
2012,106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,COMPREHENSIVE,ED_Admit,22588
2012,106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,COMPREHENSIVE,ED_Visit,72278
2012,106100797,ADVENTIST HEALTH REEDLEY,FRESNO,STANDBY,ED_Admit,693
2012,106100797,ADVENTIST HEALTH REEDLEY,FRESNO,STANDBY,ED_Visit,17147
2012,106100899,ST. AGNES MEDICAL CENTER,FRESNO,BASIC,ED_Admit,14390
2012,106100899,ST. AGNES MEDICAL CENTER,FRESNO,BASIC,ED_Visit,53713
2012,106104062,KAISER FOUNDATION HOSPITAL - FRESNO,FRESNO,BASIC,ED_Admit,4262
2012,106104062,KAISER FOUNDATION HOSPITAL - FRESNO,FRESNO,BASIC,ED_Visit,24391
2012,106110889,GLENN MEDICAL CENTER,GLENN,STANDBY,ED_Admit,296
2012,106110889,GLENN MEDICAL CENTER,GLENN,STANDBY,ED_Visit,5174
2012,106121002,MAD RIVER COMMUNITY HOSPITAL,HUMBOLDT,BASIC,ED_Admit,1178
2012,106121002,MAD RIVER COMMUNITY HOSPITAL,HUMBOLDT,BASIC,ED_Visit,14044
2012,106121031,JEROLD PHELPS COMMUNITY HOSPITAL,HUMBOLDT,STANDBY,ED_Admit,21
2012,106121031,JEROLD PHELPS COMMUNITY HOSPITAL,HUMBOLDT,STANDBY,ED_Visit,2670
2012,106121051,REDWOOD MEMORIAL HOSPITAL,HUMBOLDT,BASIC,ED_Admit,884
2012,106121051,REDWOOD MEMORIAL HOSPITAL,HUMBOLDT,BASIC,ED_Visit,11354
2012,106121080,ST. JOSEPH HOSPITAL - EUREKA,HUMBOLDT,BASIC,ED_Admit,3887
2012,106121080,ST. JOSEPH HOSPITAL - EUREKA,HUMBOLDT,BASIC,ED_Visit,20329
2012,106130699,EL CENTRO REGIONAL MEDICAL CENTER,IMPERIAL,BASIC,ED_Admit,4823
2012,106130699,EL CENTRO REGIONAL MEDICAL CENTER,IMPERIAL,BASIC,ED_Visit,40744
2012,106130760,PIONEERS MEMORIAL HEALTHCARE DISTRICT,IMPERIAL,BASIC,ED_Admit,2669
2012,106130760,PIONEERS MEMORIAL HEALTHCARE DISTRICT,IMPERIAL,BASIC,ED_Visit,40405
2012,106141273,NORTHERN INYO HOSPITAL,INYO,BASIC,ED_Admit,491
2012,106141273,NORTHERN INYO HOSPITAL,INYO,BASIC,ED_Visit,7743
2012,106141338,SOUTHERN INYO HOSPITAL,INYO,STANDBY,ED_Admit,71
2012,106141338,SOUTHERN INYO HOSPITAL,INYO,STANDBY,ED_Visit,1108
2012,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,BASIC,ED_Admit,1595
2012,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,BASIC,ED_Visit,22009
2012,106150722,BAKERSFIELD MEMORIAL HOSPITAL,KERN,BASIC,ED_Admit,9168
2012,106150722,BAKERSFIELD MEMORIAL HOSPITAL,KERN,BASIC,ED_Visit,59532
2012,106150736,KERN MEDICAL CENTER,KERN,BASIC,ED_Admit,4735
2012,106150736,KERN MEDICAL CENTER,KERN,BASIC,ED_Visit,35101
2012,106150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,STANDBY,ED_Admit,593
2012,106150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,STANDBY,ED_Visit,6078
2012,106150761,MERCY HOSPITAL - BAKERSFIELD,KERN,BASIC,ED_Admit,6897
2012,106150761,MERCY HOSPITAL - BAKERSFIELD,KERN,BASIC,ED_Visit,59308
2012,106150782,RIDGECREST REGIONAL HOSPITAL,KERN,BASIC,ED_Admit,1332
2012,106150782,RIDGECREST REGIONAL HOSPITAL,KERN,BASIC,ED_Visit,14551
2012,106150788,ADVENTIST HEALTH BAKERSFIELD,KERN,BASIC,ED_Admit,12427
2012,106150788,ADVENTIST HEALTH BAKERSFIELD,KERN,BASIC,ED_Visit,58713
2012,106150808,ADVENTIST HEALTH TEHACHAPI VALLEY,KERN,STANDBY,ED_Admit,14
2012,106150808,ADVENTIST HEALTH TEHACHAPI VALLEY,KERN,STANDBY,ED_Visit,12381
2012,106154101,BAKERSFIELD HEART HOSPITAL,KERN,BASIC,ED_Admit,3261
2012,106154101,BAKERSFIELD HEART HOSPITAL,KERN,BASIC,ED_Visit,8674
2012,106160702,CORCORAN DISTRICT HOSPITAL,KINGS,STANDBY,ED_Admit,478
2012,106160702,CORCORAN DISTRICT HOSPITAL,KINGS,STANDBY,ED_Visit,6661
2012,106164029,ADVENTIST HEALTH HANFORD,KINGS,BASIC,ED_Admit,8372
2012,106164029,ADVENTIST HEALTH HANFORD,KINGS,BASIC,ED_Visit,95102
2012,106171049,ADVENTIST HEALTH CLEARLAKE,LAKE,STANDBY,ED_Admit,1156
2012,106171049,ADVENTIST HEALTH CLEARLAKE,LAKE,STANDBY,ED_Visit,15495
2012,106171395,SUTTER LAKESIDE HOSPITAL,LAKE,BASIC,ED_Admit,1373
2012,106171395,SUTTER LAKESIDE HOSPITAL,LAKE,BASIC,ED_Visit,18071
2012,106184008,BANNER LASSEN MEDICAL CENTER,LASSEN,BASIC,ED_Admit,885
2012,106184008,BANNER LASSEN MEDICAL CENTER,LASSEN,BASIC,ED_Visit,9149
2012,106190017,ALHAMBRA HOSPITAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,2603
2012,106190017,ALHAMBRA HOSPITAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,10263
2012,106190034,ANTELOPE VALLEY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,13234
2012,106190034,ANTELOPE VALLEY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,91791
2012,106190045,CATALINA ISLAND MEDICAL CENTER,LOS ANGELES,STANDBY,ED_Admit,15
2012,106190045,CATALINA ISLAND MEDICAL CENTER,LOS ANGELES,STANDBY,ED_Visit,1681
2012,106190053,ST. MARY MEDICAL CENTER - LONG BEACH,LOS ANGELES,BASIC,ED_Admit,6470
2012,106190053,ST. MARY MEDICAL CENTER - LONG BEACH,LOS ANGELES,BASIC,ED_Visit,47941
2012,106190066,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,LOS ANGELES,BASIC,ED_Admit,2035
2012,106190066,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,LOS ANGELES,BASIC,ED_Visit,8889
2012,106190081,BEVERLY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,6417
2012,106190081,BEVERLY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,27197
2012,106190110,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,LOS ANGELES,BASIC,ED_Admit,6316
2012,106190110,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,LOS ANGELES,BASIC,ED_Visit,18597
2012,106190125,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,LOS ANGELES,BASIC,ED_Admit,9193
2012,106190125,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,LOS ANGELES,BASIC,ED_Visit,49197
2012,106190148,CENTINELA HOSPITAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,16796
2012,106190148,CENTINELA HOSPITAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,46998
2012,106190159,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,1814
2012,106190159,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,6563
2012,106190170,CHILDREN'S HOSPITAL OF LOS ANGELES,LOS ANGELES,BASIC,ED_Admit,5657
2012,106190170,CHILDREN'S HOSPITAL OF LOS ANGELES,LOS ANGELES,BASIC,ED_Visit,60933
2012,106190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,LOS ANGELES,STANDBY,ED_Admit,3359
2012,106190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,LOS ANGELES,STANDBY,ED_Visit,24139
2012,106190198,LOS ANGELES COMMUNITY HOSPITAL,LOS ANGELES,STANDBY,ED_Admit,2414
2012,106190198,LOS ANGELES COMMUNITY HOSPITAL,LOS ANGELES,STANDBY,ED_Visit,8085
2012,106190200,SAN GABRIEL VALLEY MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,4988
2012,106190200,SAN GABRIEL VALLEY MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,19014
2012,106190240,LAKEWOOD REGIONAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,6024
2012,106190240,LAKEWOOD REGIONAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,39161
2012,106190243,PIH HEALTH HOSPITAL - DOWNEY,LOS ANGELES,BASIC,ED_Admit,7702
2012,106190243,PIH HEALTH HOSPITAL - DOWNEY,LOS ANGELES,BASIC,ED_Visit,43493
2012,106190256,EAST LOS ANGELES DOCTORS HOSPITAL,LOS ANGELES,BASIC,ED_Admit,2014
2012,106190256,EAST LOS ANGELES DOCTORS HOSPITAL,LOS ANGELES,BASIC,ED_Visit,12623
2012,106190280,ENCINO HOSPITAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,1604
2012,106190280,ENCINO HOSPITAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,7619
2012,106190298,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,LOS ANGELES,BASIC,ED_Admit,3445
2012,106190298,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,LOS ANGELES,BASIC,ED_Visit,23110
2012,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,5838
2012,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,16333
2012,106190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,LOS ANGELES,,ED_Admit,2
2012,106190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,LOS ANGELES,,ED_Visit,
2012,106190323,ADVENTIST HEALTH GLENDALE,LOS ANGELES,BASIC,ED_Admit,13144
2012,106190323,ADVENTIST HEALTH GLENDALE,LOS ANGELES,BASIC,ED_Visit,32720
2012,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,1571
2012,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,2954
2012,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,2621
2012,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,14806
2012,106190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,5646
2012,106190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,27395
2012,106190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,10644
2012,106190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,66761
2012,106190392,GOOD SAMARITAN HOSPITAL-LOS ANGELES,LOS ANGELES,BASIC,ED_Admit,5187
2012,106190392,GOOD SAMARITAN HOSPITAL-LOS ANGELES,LOS ANGELES,BASIC,ED_Visit,22789
2012,106190400,HUNTINGTON MEMORIAL HOSPITAL,LOS ANGELES,BASIC,ED_Admit,13690
2012,106190400,HUNTINGTON MEMORIAL HOSPITAL,LOS ANGELES,BASIC,ED_Visit,42490
2012,106190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,6751
2012,106190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,14523
2012,106190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,13851
2012,106190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,42020
2012,106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,BASIC,ED_Admit,9074
2012,106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,BASIC,ED_Visit,62996
2012,106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,LOS ANGELES,BASIC,ED_Admit,6678
2012,106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,LOS ANGELES,BASIC,ED_Visit,49690
2012,106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,LOS ANGELES,BASIC,ED_Admit,6346
2012,106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,LOS ANGELES,BASIC,ED_Visit,46623
2012,106190434,KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,BASIC,ED_Admit,5678
2012,106190434,KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,BASIC,ED_Visit,60645
2012,106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,LOS ANGELES,BASIC,ED_Admit,12741
2012,106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,LOS ANGELES,BASIC,ED_Visit,53945
2012,106190475,COMMUNITY HOSPITAL LONG BEACH,LOS ANGELES,BASIC,ED_Admit,3572
2012,106190475,COMMUNITY HOSPITAL LONG BEACH,LOS ANGELES,BASIC,ED_Visit,18933
2012,106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,2912
2012,106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,19189
2012,106190517,PROVIDENCE TARZANA MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,8694
2012,106190517,PROVIDENCE TARZANA MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,26433
2012,106190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,BASIC,ED_Admit,5385
2012,106190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,BASIC,ED_Visit,29183
2012,106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,BASIC,ED_Admit,6205
2012,106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,BASIC,ED_Visit,26677
2012,106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,LOS ANGELES,BASIC,ED_Admit,4915
2012,106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,LOS ANGELES,BASIC,ED_Visit,13919
2012,106190525,MEMORIALCARE LONG BEACH MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,14818
2012,106190525,MEMORIALCARE LONG BEACH MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,68685
2012,106190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,LOS ANGELES,BASIC,ED_Admit,10628
2012,106190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,LOS ANGELES,BASIC,ED_Visit,29918
2012,106190534,OLYMPIA MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,3960
2012,106190534,OLYMPIA MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,20232
2012,106190547,MONTEREY PARK HOSPITAL,LOS ANGELES,BASIC,ED_Admit,1963
2012,106190547,MONTEREY PARK HOSPITAL,LOS ANGELES,BASIC,ED_Visit,11714
2012,106190555,CEDARS SINAI MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,24757
2012,106190555,CEDARS SINAI MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,59768
2012,106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,10711
2012,106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,45957
2012,106190570,NORWALK COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,1696
2012,106190570,NORWALK COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,7483
2012,106190587,COLLEGE MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,4549
2012,106190587,COLLEGE MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,9487
2012,106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,11262
2012,106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,71782
2012,106190631,PIH HEALTH HOSPITAL - WHITTIER,LOS ANGELES,BASIC,ED_Admit,9850
2012,106190631,PIH HEALTH HOSPITAL - WHITTIER,LOS ANGELES,BASIC,ED_Visit,53975
2012,106190636,EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,9827
2012,106190636,EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,44012
2012,106190673,SAN DIMAS COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,3444
2012,106190673,SAN DIMAS COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,12190
2012,106190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,BASIC,ED_Admit,4265
2012,106190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,BASIC,ED_Visit,32804
2012,106190687,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,LOS ANGELES,BASIC,ED_Admit,8460
2012,106190687,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,LOS ANGELES,BASIC,ED_Visit,31563
2012,106190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,BASIC,ED_Admit,2410
2012,106190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,BASIC,ED_Visit,12727
2012,106190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,BASIC,ED_Admit,3860
2012,106190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,BASIC,ED_Visit,17034
2012,106190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,10753
2012,106190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,60899
2012,106190756,PROVIDENCE SAINT JOHN'S HEALTH CENTER,LOS ANGELES,BASIC,ED_Admit,6136
2012,106190756,PROVIDENCE SAINT JOHN'S HEALTH CENTER,LOS ANGELES,BASIC,ED_Visit,21483
2012,106190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,10090
2012,106190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,51370
2012,106190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,STANDBY,ED_Admit,4708
2012,106190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,STANDBY,ED_Visit,9793
2012,106190766,COAST PLAZA HOSPITAL,LOS ANGELES,BASIC,ED_Admit,3131
2012,106190766,COAST PLAZA HOSPITAL,LOS ANGELES,BASIC,ED_Visit,9981
2012,106190784,TEMPLE COMMUNITY HOSPITAL,LOS ANGELES,,ED_Admit,3
2012,106190784,TEMPLE COMMUNITY HOSPITAL,LOS ANGELES,,ED_Visit,
2012,106190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,COMPREHENSIVE,ED_Admit,10165
2012,106190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,COMPREHENSIVE,ED_Visit,33841
2012,106190812,VALLEY PRESBYTERIAN HOSPITAL,LOS ANGELES,BASIC,ED_Admit,6804
2012,106190812,VALLEY PRESBYTERIAN HOSPITAL,LOS ANGELES,BASIC,ED_Visit,52992
2012,106190818,USC VERDUGO HILLS HOSPITAL,LOS ANGELES,BASIC,ED_Admit,3440
2012,106190818,USC VERDUGO HILLS HOSPITAL,LOS ANGELES,BASIC,ED_Visit,14650
2012,106190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,2943
2012,106190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,5606
2012,106190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,6063
2012,106190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,32873
2012,106190878,ADVENTIST HEALTH WHITE MEMORIAL,LOS ANGELES,BASIC,ED_Admit,10023
2012,106190878,ADVENTIST HEALTH WHITE MEMORIAL,LOS ANGELES,BASIC,ED_Visit,41379
