oshpd_id2,oshpd_id,county_name,facility_name,control_type_desc,ed_lic_levl_end,ems_station,rural_hospital_desc,teaching_hospital_desc,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,licensed_bed_size,senate_district_desc,assembly_district_desc,mssa_name,mssa_designation,LICENSE_CATEGORY_DESC,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Islander,Black,Native_American_Eskimo_Aleut,Other_Race,Unknown_Race,White,Invalid_Blank_Race,Hispanic or Latino,Non-Hispanic or Non-Latino,Unknown_Eth,Invalid_Blank_Eth,Acute_Care,Against_Medical_Advice,Died,Other_Disp,Prison_Jail,Psychiatric_Care,Routine,SN_IC_Care,CAH,Childrens_or_Cancer,Home_Health_Service,Hospice_Care,Not_Defined_Elsewhere,Rehab,Residential_Care,Invalid_Blank_Disp,Disaster_Care_Site,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_Payer,DX_All_Pregnancies,DX_Birth_Defects,DX_Blood_Disorders,DX_Cancer,DX_Circulatory_System,DX_Digestive_System,DX_Ear_Disorders,DX_Endocrine_Diseases,DX_Eye_Disorders,DX_Genitourinary_System,DX_Infections,DX_Injuries_Poisonings,DX_Mental_Disorders,DX_Musculoskeletal_System,DX_Nervous_System,DX_Other_Reasons,DX_Perinatal_Disorders,DX_Respiratory_System,DX_Skin_Disorders,DX_Symptoms,DX_Births,ECM_Abnormal_Reaction_Later_Cx,ECM_Accidental_Falls,ECM_All_Transport_Types,ECM_Assault,ECM_Intentional_SelfHarm,ECM_Legal_War_Terrorism,ECM_Med_Device_Advrs_Incident,ECM_Natural_Envrnmntl_Factors,ECM_None,ECM_Other_Factors,ECM_Supplementary_Factors,ECM_Undetermined_Intent,ECM_W_Inanimate_Animate_Object,ECM_Medical_Misadventures,ECM_NonTrans_Drowning_Subm,ED_Visit,All_Other_Languages,English,Spanish,a_Sex_Female,a_Sex_Male,a_sex_Unknown,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Islander,a_Black,a_Native_American_Eskimo_Aleut,a_Other_Race,a_Unknown_Race,a_White,a_Invalid_Blank_Race,a_Hispanic or Latino,a_Non-Hispanic or Non-Latino,a_Unknown_Eth,a_Invalid_Blank_Eth,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Hospice_Care,a_Prison_Jail,a_Psychiatric_Care,a_Rehab,a_Residential_Care,a_Routine,a_SN_IC_Care,a_Not_Defined_Elsewhere,a_Childrens_or_Cancer,a_Other_Disp,a_CAH,a_Disaster_Care_Site,a_Invalid_Blank_Disp,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_Payer,a_DX_All_Pregnancies,a_DX_Blood_Disorders,a_DX_Cancer,a_DX_Circulatory_System,a_DX_Digestive_System,a_DX_Ear_Disorders,a_DX_Endocrine_Diseases,a_DX_Genitourinary_System,a_DX_Infections,a_DX_Injuries_Poisonings,a_DX_Mental_Disorders,a_DX_Musculoskeletal_System,a_DX_Nervous_System,a_DX_Respiratory_System,a_DX_Skin_Disorders,a_DX_Symptoms,a_DX_Birth_Defects,a_DX_Births,a_DX_Eye_Disorders,a_DX_Other_Reasons,a_DX_Perinatal_Disorders,a_ECM_Abnormal_Reaction_Later_Cx,a_ECM_Accidental_Falls,a_ECM_All_Transport_Types,a_ECM_Assault,a_ECM_Intentional_SelfHarm,a_ECM_Legal_War_Terrorism,a_ECM_Medical_Misadventures,a_ECM_Natural_Environmental_Fact,a_ECM_None,a_ECM_Other_Factors,a_ECM_Supplementary_Factors,a_ECM_W_Inanimate_Animate_Object,a_ECM_Med_Device_Adverse_Inciden,a_ECM_Undetermined_Intent,a_ECM_NonTrans_Drowning_Subm,Inpatient_from_ED,a_All_Other_Languages,a_English,a_Spanish
106190200,190200,LOS ANGELES,SAN GABRIEL VALLEY MEDICAL CENTER,Investor - Limited Liability Company,Basic,12,,,438 W. LAS TUNAS DRIVE,SAN GABRIEL,91776,200-299,District 22,District 49,ALHAMBRA/EL SERENO SOUTH/SAN GABRIEL CENTRAL,Urban,General Acute Care Hospital,11607,9082,,2571,2256,3235,2832,2393,2356,1868,1197,1423,558,,6953,642,53,1595,67,11357,22,9642,11005,41,1,172,437,27,44,393,377,18739,256,117,56,19,2,,2,47,1,,1712,3773,274,13170,1760,,457,2,58,30,375,1032,524,261,271,1145,704,4276,743,1333,363,997,39,1958,845,5276,,93,1562,708,177,30,14,2,62,15370,1140,313,2,1215,,1,20689,2913,16061,1715,2245,1899,,18,121,205,282,474,778,799,1467,,,,2175,108,5,151,8,1697,,1093,3050,1,,228,115,136,450,46,2,39,59,41,1865,1157,1,,,5,,,1015,2722,10,351,46,,54,107,146,555,575,14,239,289,458,272,397,79,130,465,87,270,3,,4,,,210,201,16,2,4,1,,7,3491,55,147,10,,,,4144,1444,2383,317
106190240,190240,LOS ANGELES,LAKEWOOD REGIONAL MEDICAL CENTER,Investor - Corporation,Basic,14,,,3700 SOUTH STREET,LAKEWOOD,90712,150-199,District 33,District 63,CERRITOS/HAWAIIAN GARDENS,Urban,General Acute Care Hospital,24319,17859,1,3653,3949,8008,6630,5270,5369,4132,2658,2069,441,,2603,11888,76,12717,384,14511,,15830,25879,470,,995,1695,85,,,116,38759,343,1,36,123,18,,6,,2,,23079,8162,387,6858,3672,21,928,13,195,146,1168,2564,845,616,472,3086,910,9087,1304,2896,744,1749,9,4818,1822,8806,1,231,2768,1472,462,17,42,47,117,31801,2215,539,1,2465,,2,42179,194,38795,3190,3477,3300,,28,304,504,686,1201,1492,1313,1249,,,,713,1358,11,1778,97,2820,,2206,4474,97,,278,231,253,862,143,5,33,26,33,3493,1419,,1,,,,,1875,3353,76,1375,98,,23,111,193,1351,1019,10,527,430,872,547,96,128,221,634,183,412,4,,6,10,,176,289,35,9,1,1,1,3,5669,75,434,33,51,,,6777,35,6015,727
106190243,190243,LOS ANGELES,PIH HEALTH HOSPITAL - DOWNEY,Non-profit Corporation (incl. Church-related),Basic,22,,,11500 BROOKSHIRE AVENUE,DOWNEY,90241,150-199,District 32,District 58,DOWNEY NORTHEAST,Urban,General Acute Care Hospital,27909,20152,3,6166,5775,8341,6466,5514,4924,4148,3044,2494,1192,,831,1866,33,236,265,44833,,40344,7430,290,,1300,1322,29,1,466,264,44007,330,,247,25,9,34,2,28,,,27129,8113,709,9050,3063,,1469,11,202,116,954,3230,1344,745,501,3569,1600,9641,1198,3316,810,1573,54,5128,1790,10813,,38,3128,1245,391,21,15,1,122,37590,2047,792,9,2665,,,48064,113,36044,11907,3482,3089,,42,329,467,648,927,1209,1354,1589,6,,,240,357,8,37,13,5916,,4649,1912,10,,237,147,164,1034,139,3,18,12,50,3671,1095,1,,,,,,1712,3824,35,896,104,,57,157,175,1298,1099,15,450,376,1076,390,60,92,280,493,119,413,2,,9,4,6,120,310,29,7,1,,1,11,5728,45,183,27,109,,,6571,43,4162,2366
106190256,190256,LOS ANGELES,EAST LOS ANGELES DOCTORS HOSPITAL,Investor - Individual,Basic,8,,,4060 WHITTIER BOULEVARD,LOS ANGELES,90023,100-149,District 24,District 51,CITY TERRACE EAST/EAST LOS ANGELES,Urban,General Acute Care Hospital,6848,6491,,1425,1652,2703,2189,1904,1619,939,390,273,245,,85,384,20,9,,12841,,12342,992,5,,222,613,8,,688,36,11735,24,5,3,2,,,,3,,,9399,1330,738,677,1195,,467,4,24,35,220,1086,330,158,140,815,700,2621,1213,633,339,974,3,1445,458,1674,,42,597,413,176,10,6,,36,10322,1239,57,1,440,,,13339,,10533,2806,992,1015,,55,129,183,206,400,376,275,304,25,54,,23,90,,,1,1893,,1754,251,2,,149,168,48,117,,,,,6,1114,405,,,,,,,1224,700,2,73,8,,58,20,22,317,336,2,121,181,277,89,20,28,60,252,139,79,,1,2,,3,65,58,3,3,,,,,1798,14,59,6,,1,,2007,,1928,79
106190280,190280,LOS ANGELES,ENCINO HOSPITAL MEDICAL CENTER,Non-profit Corporation (incl. Church-related),Basic,8,,,16237 VENTURA BOULEVARD,ENCINO,91436,100-149,District 27,District 45,ENCINO/TARZANA/WARNER CENTER/WOODLAND HILLS,Urban,General Acute Care Hospital,4960,4132,,437,603,1781,1742,1400,1329,814,443,505,38,,232,1059,12,1573,294,5922,,1526,7463,103,,208,230,7,,31,1,8614,1,,,,,,,,,,4148,1556,96,2303,989,,104,2,24,13,214,481,172,107,111,495,271,2147,564,614,468,343,1,938,452,1571,,,569,358,46,1,,,25,6889,536,112,1,555,,,9092,78,8880,134,1237,1073,,1,74,136,207,271,441,464,716,,,,57,200,,261,81,1711,,288,2001,21,,86,119,43,237,24,,45,107,138,873,632,4,,2,,,,522,1548,2,217,21,,5,25,17,328,220,11,95,149,386,152,477,97,91,154,63,29,,,1,10,,22,183,45,5,18,3,,11,1549,100,339,22,7,6,,2310,76,2186,48
106190298,190298,LOS ANGELES,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,Non-profit Corporation (incl. Church-related),Basic,22,,,250 SOUTH GRAND AVENUE,GLENDORA,91741,100-149,District 25,District 48,ASUZA/CHARTER OAK/COVINA,Urban,General Acute Care Hospital,16880,12878,,3491,3218,4718,3912,3373,3461,2813,2152,2081,539,,965,1144,48,601,125,26875,,15431,14200,127,,588,470,16,14,,266,28101,276,,18,,9,,,,,,,6546,346,20379,2487,,628,7,144,66,677,1790,807,509,349,1921,723,5826,948,2292,788,751,29,3476,1236,6791,,106,1968,874,206,38,21,10,91,23625,955,424,,1439,1,,29758,321,27642,1795,2234,1962,,33,237,265,378,677,742,837,1027,,,,214,130,9,58,9,3776,,1514,2673,9,,6,888,101,32,452,,2,,38,2314,15,,348,,,,,952,2377,26,789,49,3,39,78,118,596,841,8,218,282,526,397,35,72,100,534,105,244,,,,3,,176,244,15,5,2,,1,,3492,32,204,21,4,,,4196,80,3772,344
106190315,190315,LOS ANGELES,GARFIELD MEDICAL CENTER,Investor - Individual,Basic,21,,,525 NORTH GARFIELD AVENUE,MONTEREY PARK,91754,200-299,District 22,District 49,MONTEBELLO NORTH/MONTEREY PARK/SOUTH SAN GABRIEL,Urban,General Acute Care Hospital,10701,8739,,2682,1768,2605,2351,2228,2322,2182,1304,1427,571,,8840,304,,64,26,10206,,9079,10312,49,,251,291,55,3,206,183,18351,63,,22,15,,,,,,,1796,3764,258,12070,1552,,637,7,49,52,489,1154,503,273,256,1394,470,3775,497,1216,327,327,73,2013,760,5168,,131,1435,609,176,20,17,19,70,14912,774,262,3,1012,,,19440,5875,10758,2807,2765,3046,,46,172,259,415,718,1074,1080,2005,22,20,,4008,77,,8,9,1709,,1404,4404,3,,160,134,305,1350,82,3,17,229,,2697,831,,3,,,,,1694,3377,28,647,65,,57,116,341,1278,848,14,345,390,683,410,30,98,126,577,96,365,5,3,6,4,19,275,266,21,3,2,,,4,5026,52,150,10,2,,,5811,2691,2579,541
106190323,190323,LOS ANGELES,ADVENTIST HEALTH GLENDALE,Non-profit Corporation (incl. Church-related),Basic,39,,,1509 WILSON TERRACE,GLENDALE,91206,500+,District 25,District 43,ATWATER VILLAGE/GLENDALE CENTRAL/GLENDALE SOUTHWEST/GRIFFITH PARK,Urban,General Acute Care Hospital,25461,19537,,3716,3793,6721,7011,5451,5917,5231,3461,3126,570,1,2151,1095,47,2974,1327,37373,31,13103,30615,1173,107,835,1672,53,,77,20,41627,400,,1,183,31,30,4,1,64,,21945,8804,1064,9109,3740,336,1067,6,126,140,1615,3043,969,563,471,3119,1294,9126,1821,3281,866,996,24,4713,1849,9909,,167,2969,1124,275,15,10,27,119,34809,2508,687,1,2286,,1,44998,5545,36445,3008,6814,6990,1,85,725,1064,1230,1972,2420,2603,3684,22,,,899,469,10,640,232,11552,3,2665,10902,228,10,332,534,299,3027,285,8,84,353,60,6702,2079,40,1,,,,1,3715,7927,99,1737,281,46,71,170,421,2691,1475,52,487,783,1594,943,1992,345,491,1243,253,710,8,11,16,38,11,339,787,75,26,31,1,1,13,11208,224,946,67,86,1,,13805,3267,9515,1023
106190328,190328,LOS ANGELES,GLENDORA COMMUNITY HOSPITAL,Investor - Individual,Basic,6,,,150 WEST ROUTE 66,GLENDORA,91740,100-149,District 25,District 48,ASUZA/CHARTER OAK/COVINA,Urban,General Acute Care Hospital,1771,1835,,377,411,729,585,535,463,290,101,78,37,,491,9,,346,5,2755,,1736,1870,,,104,375,,3,43,6,2946,123,,,,,4,2,,,,2376,508,24,293,405,,42,1,13,5,70,307,135,88,53,175,125,831,224,271,75,48,,405,161,577,,3,150,93,25,1,,,12,2672,385,59,1,205,,,3606,9,3270,327,1014,1023,,4,43,90,135,322,512,451,480,,,,161,189,2,96,6,1583,,641,1396,,,194,75,19,28,8,,91,1,,538,1073,5,,5,,,,382,1572,,72,11,,,15,14,103,236,2,93,133,412,88,625,37,60,119,51,47,,,,2,,110,86,3,3,3,,,,1725,26,75,5,1,,,2037,26,1804,207
106190352,190352,LOS ANGELES,GREATER EL MONTE COMMUNITY HOSPITAL,Investor - Corporation,Basic,9,,,1701 SANTA ANITA AVENUE,SOUTH EL MONTE,91733,100-149,District 22,District 57,BASSETT/INDUSTRY WEST/LA PUENTE,Urban,General Acute Care Hospital,10266,9021,2,3120,2708,3609,3066,2581,1971,1038,427,314,455,,1433,362,,7354,2204,7936,,15828,2015,1446,,460,879,14,3,269,233,17420,8,,3,,,,,,,,4238,976,205,12422,1448,,456,2,32,12,266,1046,666,152,294,966,367,3683,1013,1350,343,603,12,2781,821,4423,1,17,1148,595,322,21,65,,51,14963,794,323,7,983,,,19289,367,12497,6425,1354,1440,,71,189,293,388,558,524,290,382,19,80,,449,46,,832,266,1201,,1898,633,263,,248,175,87,25,7,,12,4,,1904,302,1,29,,,,,1706,902,16,149,21,,44,35,23,330,472,4,153,119,427,110,65,24,97,309,108,466,,2,,4,2,52,56,11,4,,,1,6,2439,17,202,5,1,,,2794,267,1561,966
106190380,190380,LOS ANGELES,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,Investor - Corporation,,,,,6245 DE LONGPRE AVENUE,HOLLYWOOD,90028,100-149,District 26,District 50,HOLLYWOOD SOUTH CENTRAL/INNER SUNSET,Urban,General Acute Care Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,
106190382,190382,LOS ANGELES,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,Investor - Individual,Basic,20,,,1300 NORTH VERMONT AVENUE,LOS ANGELES,90027,300-499,District 24,District 43,HOLLYWOOD SOUTH CENTRAL/INNER SUNSET,Urban,General Acute Care Hospital,16734,15343,,264,1471,7834,6521,5071,5030,3373,1467,926,120,,2248,4526,18,19412,31,5833,9,11494,20521,62,,389,1461,64,56,,468,29369,180,,,64,2,,1,22,1,,6534,3727,82,18462,3243,29,1409,2,157,83,639,1495,516,331,375,2132,589,5751,2148,3031,836,820,10,2373,1319,8061,,44,1541,949,586,42,38,,96,25543,1688,254,10,1286,,,32077,166,29061,2850,4098,3369,,97,826,999,721,1136,1264,1061,1357,6,,,1418,836,2,3657,17,1530,7,3275,4028,164,,212,399,241,176,9,1,8,211,,5028,1147,25,,2,,,8,3935,2762,59,573,138,,1096,86,215,1219,993,22,311,340,1051,557,113,166,158,529,144,440,1,4,8,12,2,257,372,26,15,3,,,12,6600,59,102,19,1,1,,7467,1453,4204,1810
106190385,190385,LOS ANGELES,PROVIDENCE HOLY CROSS MEDICAL CENTER,Non-profit Corporation (incl. Church-related),Basic,32,,,15031 RINALDI STREET,MISSION HILLS,91345,300-499,District 18,District 39,GRANADA HILLS/MISSION HILLS/PORTER RANCH,Urban,General Acute Care Hospital,51952,37987,9,15721,12538,15177,12146,9494,8678,6108,3845,3272,2969,,1755,2708,78,47297,703,37304,103,70646,18559,620,123,1234,672,119,,59,233,87150,294,3,116,17,1,1,,29,20,,58145,10313,992,13049,7445,4,2940,32,192,144,1409,5303,3294,882,1193,6110,3143,17907,1885,5849,1519,1093,200,12343,3624,20886,,475,5280,3101,611,41,21,24,228,69237,5268,624,5,5027,2,4,89948,1058,64807,24083,5498,5729,,98,719,882,1111,1718,2116,2062,2493,28,,,620,567,12,4555,123,5349,1,5708,5396,122,1,294,193,417,2055,227,4,22,66,25,6096,1826,,1,,,,1,2931,5697,120,2171,308,,138,134,371,2031,1545,15,542,697,1858,1731,95,187,291,842,257,433,7,16,17,8,12,496,767,430,119,17,2,2,22,8533,101,513,152,69,4,,11227,588,7636,3003
106190392,190392,LOS ANGELES,GOOD SAMARITAN HOSPITAL-LOS ANGELES,Non-profit Corporation (incl. Church-related),Basic,12,,,1225 WILSHIRE BOULEVARD,LOS ANGELES,90017,300-499,District 24,District 53,BOYLE HEIGHTS NORTHWEST/CHINATOWN/DOWNTOWN NORTHWEST/LITTLE TOKYO/WESTLAKE,Urban,General Acute Care Hospital,16547,15225,2,944,1907,7303,6471,4396,4551,3118,1648,1146,290,,2616,6899,20,251,58,21930,,15322,16404,48,,784,3907,70,,21,598,26392,2,,,,,,,,,,8545,4587,515,13544,4583,,1361,11,122,101,684,2018,509,427,331,1864,614,5200,1681,2676,720,3407,33,2189,1123,6703,,9,1606,1112,692,19,30,1,74,26075,677,285,5,1189,,,31774,1112,21211,9451,3410,3635,,52,472,642,622,1034,1250,1313,1637,23,,,1456,1350,,50,15,4174,,2942,4093,10,,217,365,328,542,48,4,16,169,36,4102,1208,8,2,,,,,2353,2499,53,1996,144,,207,96,191,1601,815,30,402,350,1345,494,74,169,231,544,103,356,4,13,6,4,10,295,372,37,35,2,,1,8,5715,85,416,26,49,4,,7045,971,3830,2244
106190400,190400,LOS ANGELES,HUNTINGTON MEMORIAL HOSPITAL,Non-profit Corporation (incl. Church-related),Basic,50,,Teaching,100 W. CALIFORNIA BOULEVARD,PASADENA,91105,500+,District 25,District 41,PASADENA SOUTH/SAN MARINO/SOUTH PASADENA,Urban,General Acute Care Hospital,29349,23863,5,5179,4477,8988,8991,6541,6201,5043,3397,3168,1232,,4197,7730,126,16446,260,24323,135,18969,32261,1980,7,1558,996,88,8,391,296,48688,273,,7,76,13,773,35,15,,,3921,9631,17427,17798,4440,,2983,20,178,179,1363,3248,871,911,571,3220,1395,12090,2711,3550,1447,1255,57,4782,1772,10614,,54,4325,2229,516,46,49,10,72,39884,1418,1675,19,2915,3,2,53217,1298,47408,4511,9571,8844,1,404,1364,1794,1875,2461,2846,2978,4077,220,397,,1999,2325,29,4621,92,9321,29,5077,13337,,2,434,338,482,1615,272,15,95,214,32,12191,2594,126,7,,,,1,4102,7699,484,5553,571,7,662,357,570,2578,2685,50,718,970,1927,2297,1131,571,651,1795,534,794,19,14,34,14,45,554,1571,426,79,18,4,3,14,13551,168,1677,244,102,3,2,18416,1046,15678,1692
106190413,190413,LOS ANGELES,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,Investor - Corporation,Basic,23,,,210 W. SAN BERNARDINO ROAD,COVINA,91723,150-199,District 22,District 48,ASUZA/CHARTER OAK/COVINA,Urban,General Acute Care Hospital,17733,13476,,2762,2918,5000,4508,3809,4351,3099,2105,2265,392,,1757,1684,28,697,53,26990,,18880,12255,74,,682,646,81,9,,443,29089,245,,4,,10,,,,,,2477,7181,289,19217,2045,,533,3,121,58,785,1814,760,705,344,2035,686,5498,1488,2751,818,783,15,3392,1277,7343,,145,1789,758,225,58,22,7,69,25343,970,469,3,1347,2,2,31209,496,27241,3472,3239,3379,,66,629,662,677,1013,1111,1057,1403,,,,589,359,9,110,28,5523,,3072,3528,18,,3,940,172,46,805,32,19,,228,4025,20,,326,2,,,,2311,3350,23,760,168,6,10,101,96,1172,846,6,355,336,580,436,1373,79,155,586,135,343,1,,4,4,,244,224,20,11,25,,,3,5553,60,444,28,5,1,,6618,265,5422,931
106190422,190422,LOS ANGELES,TORRANCE MEMORIAL MEDICAL CENTER,Non-profit Corporation (incl. Church-related),Basic,29,,,3330 LOMITA BOULEVARD,TORRANCE,90505,500+,District 26,District 66,HARBOR GATEWAY SOUTH/LOMITA/TORRANCE EAST CENTRAL,Urban,General Acute Care Hospital,37280,25997,2,6803,6093,9263,8533,7188,7733,6256,4987,5105,1318,,7543,8461,73,25094,280,21798,30,22905,39474,669,231,677,353,38,,224,571,60711,343,,148,2,1,150,24,34,3,,20459,13397,833,24655,3622,313,1644,13,151,113,1428,2952,1374,788,795,3894,1119,11819,1411,5854,937,894,55,6532,2646,18860,,364,4675,1716,295,70,25,41,167,49603,2693,649,5,2969,,7,63279,1522,57174,4583,9668,8069,,255,752,953,1406,2496,2946,3530,4958,137,304,,2696,1906,11,4397,69,8658,,3765,13803,146,23,211,229,474,2573,298,2,55,44,226,11049,2541,,8,25,1,,1,1716,10403,119,5295,187,17,180,277,454,3262,3040,46,821,1118,2268,1407,201,541,530,1670,401,1421,18,17,28,17,20,527,1235,92,20,2,,5,61,14767,157,677,92,100,2,,17737,734,15629,1374
106190429,190429,LOS ANGELES,KAISER FOUNDATION HOSPITAL - LOS ANGELES,Non-profit Corporation (incl. Church-related),Basic,57,,Teaching,4867 SUNSET BOULEVARD,LOS ANGELES,90027,300-499,District 24,District 43,HOLLYWOOD SOUTH CENTRAL/INNER SUNSET,Urban,General Acute Care Hospital,32547,30783,2,4684,4030,11376,10033,7916,7760,6678,5472,4350,1033,,6564,9388,241,28182,2299,16658,,29024,32573,1735,,548,910,20,,28,921,59846,290,1,,675,49,32,4,2,6,,18115,13844,185,25866,5301,21,1184,22,422,171,1771,4197,1348,1114,955,3858,2106,10691,2647,4835,1421,1821,59,5098,2532,17080,,386,3441,1523,583,63,8,26,170,50661,3072,727,7,2660,2,3,63332,1794,50685,10853,4102,4417,,166,496,642,734,1098,1680,1710,1752,67,174,,1312,1101,36,3272,83,2715,,3445,5025,49,,130,129,306,2204,206,,28,18,4,4863,620,11,,,,,,779,4283,14,3262,181,,106,146,381,1798,1324,21,396,344,1350,679,352,287,348,489,105,329,14,3,18,19,10,538,469,35,12,8,,7,14,6640,108,543,47,94,3,1,8519,338,6555,1626
106190431,190431,LOS ANGELES,KAISER FOUNDATION HOSPITAL - SOUTH BAY,Non-profit Corporation (incl. Church-related),Basic,43,,,25825 SOUTH VERMONT AVENUE,HARBOR CITY,90710,200-299,District 35,District 66,HARBOR GATEWAY SOUTH/LOMITA/TORRANCE EAST CENTRAL,Urban,General Acute Care Hospital,37188,27980,1,6089,4835,8920,8181,7296,7945,7314,6793,6517,1279,,5988,21054,202,21576,3155,13194,,22075,40980,2114,,1074,2255,40,,14,602,59563,394,,3,1005,123,77,4,10,5,,14389,16812,123,30923,2892,30,1610,9,541,189,2966,4113,1304,1523,857,3906,1774,11262,1818,5149,1430,940,66,6117,2175,17420,,315,3990,1679,418,38,8,18,149,52246,2654,765,3,2882,3,1,65169,1006,58150,6013,2399,2268,1,13,196,319,410,580,944,1076,1125,4,1,,505,1686,18,1034,54,1371,,1099,3539,30,,166,46,227,1288,212,,8,6,3,2286,419,7,,,,,,361,2734,7,1510,55,1,41,86,182,755,806,5,278,190,1207,375,50,130,92,336,33,83,3,,6,8,2,292,375,36,6,2,,1,2,3511,76,309,23,33,2,,4668,82,4162,424
106190432,190432,LOS ANGELES,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,Non-profit Corporation (incl. Church-related),Basic,36,,,13652 CANTARA STREET,PANORAMA CITY,91402,200-299,District 18,District 46,NORTHRIDGE SOUTH/RESEDA NORTH,Urban,General Acute Care Hospital,35686,29964,,6977,5592,9671,7752,6772,7605,7584,6495,5848,1354,,6099,4515,171,32777,779,21309,,33966,31170,514,,1166,980,80,,8,767,60992,423,2,1,881,148,165,3,4,30,,19372,16323,117,27311,2508,19,1094,19,415,205,2872,4048,1590,1452,939,4194,2441,10428,2149,4422,1511,828,63,7173,2270,17537,,430,4024,1628,292,50,3,94,153,53014,2404,689,6,2860,,3,65650,1328,55450,8872,1785,1676,,59,191,218,242,468,655,740,811,31,46,,387,244,14,1216,19,1581,,1267,2178,16,,112,19,142,676,171,1,15,1,1,1852,470,1,,,,,,273,1957,7,1194,30,,66,49,108,510,691,4,106,136,887,369,14,79,47,283,39,55,3,1,1,3,10,168,297,25,7,1,,2,1,2679,31,213,25,11,,1,3461,66,2888,507
106190434,190434,LOS ANGELES,KAISER FOUNDATION HOSPITAL - WEST LA,Non-profit Corporation (incl. Church-related),Basic,53,,,6041 CADILLAC AVENUE,LOS ANGELES,90034,200-299,District 30,District 54,HANCOCK PARK/MID-CITY WEST/PARK LA BREA,Urban,General Acute Care Hospital,43802,32812,3,6554,5747,12973,10234,7949,9125,8485,7127,7244,1179,,2960,36875,219,22716,1382,12465,,22991,52797,829,,1812,1792,85,,40,695,70387,253,,17,1258,145,96,17,4,16,,23573,18825,179,27594,6427,19,1750,14,710,212,2934,4457,1487,1461,1025,4608,2266,13269,2351,5645,1719,1566,57,7752,2726,20608,,513,4563,2326,811,65,10,37,198,60551,3345,993,7,3197,1,,76617,771,67932,7914,1724,1435,,24,177,230,226,415,581,686,817,2,1,,179,1641,11,612,31,685,,646,2491,22,,209,26,208,985,118,,4,4,3,1345,250,7,,,,,,349,1759,3,956,92,,74,98,122,611,484,1,113,110,841,232,26,99,54,216,26,41,2,,1,6,2,175,211,15,4,,,3,5,2453,40,192,18,43,,,3159,39,2809,311
106190470,190470,LOS ANGELES,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,Non-profit Corporation (incl. Church-related),Basic,29,,,4101 TORRANCE BOULEVARD,TORRANCE,90503,300-499,District 26,District 66,REDONDO BEACH CENTRAL AND SOUTH/TORRANCE WEST CENTRAL,Urban,General Acute Care Hospital,29982,21985,5,6695,5193,8558,7352,6025,6285,4555,3127,2810,1372,,4134,8302,87,18049,527,20819,54,22960,28494,459,59,1331,2650,115,,78,472,46836,319,1,99,25,4,2,15,13,12,,24996,8380,1179,14127,3288,2,1662,24,135,150,1187,2754,1211,678,598,3472,1365,10711,1853,3535,1353,649,73,5624,2032,12906,,257,3558,1826,432,68,18,57,123,38967,2989,1011,3,2655,3,5,51972,1420,43922,6630,6404,5747,1,172,535,793,1095,1583,2188,2300,3039,195,252,,1594,1981,15,2598,87,5877,,3357,8718,77,,340,180,424,1272,274,2,45,109,22,7401,2076,1,3,,3,,,2592,6671,109,2430,350,,151,193,325,2493,1800,33,569,812,1702,1037,202,303,365,1115,324,635,9,9,13,8,54,384,920,89,14,3,2,4,6,9932,85,617,59,37,,,12152,709,9845,1598
