FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106014034,FREMONT HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Alameda,05 - East Bay,421,Investor - Corp.,Comparable,,510-796-1100,39001 SUNDALE DRIVE,FREMONT,94538,PATRICIA WILLIAMS,148,148,148,523,91,970,0,0,0,1000,2521,2,8,5115,0,5181,1129,6662,0,0,0,7118,20151,13,53,40307,0,1017,3,0,0,0,0,2522,5793,3,0,9338,12434400,2709600,15988800,0,0,0,17083200,48366408,30192,126600,96739200,383240,1560,0,0,0,0,1578850,3674582,1298,0,5639530,1193777,5910555,982558,6956324,0,0,0,0,7952579,21741616,0,31490,0,0,0,22970,44791869,0,0,0,0,0,5713308,1728602,9032476,0,0,0,10709471,30286549,0,116455,57586861,1675,40430682,3047249,583734,0,0,0,0,453936,30245199,0,0,0,0,0,0,0,0,0,0,0,0,0
106400480,FRENCH HOSPITAL MEDICAL CENTER - SAN LUIS OBISPO,20201,04/01/2019,03/31/2020,OPEN,San Luis Obispo,08 - Mid-Coast,801,Non Profit Corp.,Comparable,,805-543-5353,1911 JOHNSON AVENUE,SAN LUIS OBISPO,93401,ALAN IFTINJUK,98,72,58,2395,420,124,460,0,0,153,1456,5,55,5068,0,9956,1609,657,1887,0,0,614,4650,12,271,19656,0,46536,4284,1791,9254,0,0,2722,33963,776,6322,105648,252941297,46331473,11698312,36013264,0,0,13547407,103052112,385026,6301240,470270131,157836359,27113276,4874486,35012390,0,0,13626843,97808964,682897,4037854,340993069,6441610,350718561,58080800,10282653,63850771,0,0,0,23081740,121965312,0,3950326,0,0,0,11067901,649439674,0,4636084,0,13617485,18253569,56768750,14571128,3140511,11574638,0,0,3437426,89384143,0,1200499,180077095,2352540,175887901,0,16431583,0,0,0,0,32710892,90714803,0,0,0,0,0,0,0,0,0,0,0,0,0
106104047,FRESNO SURGICAL HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Fresno,09 - Central,605,Investor - Ptnr.,Comparable,,559-431-8000,6125 NORTH FRESNO STREET,FRESNO,93710,KRISTINE KASSAHN,27,27,27,819,192,0,28,0,0,45,653,0,4,1741,0,1599,373,0,46,0,0,89,1153,0,11,3271,0,7090,1713,96,2051,0,0,710,6746,0,211,18617,46462370,11035597,0,1218448,0,0,2571870,37159809,0,230467,98678561,75644074,20296215,878624,22904119,0,0,6636141,95083955,0,3120750,224563878,946691,91172763,23581152,831775,22942812,0,0,0,6465007,92177927,0,0,0,0,0,2895409,241013536,0,0,0,0,0,29986990,7750660,46849,1179755,0,0,2743004,40065837,0,455808,82228903,1483215,76955012,0,0,0,0,0,0,4462635,16327398,0,0,0,0,0,0,0,0,0,0,0,0,0
106301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,Orange,13 - Orange,1012,Investor - Corp.,Comparable,,714-537-5160,12601 GARDEN GROVE BLVD.,GARDEN GROVE,92843-1908,RICHARD ROWE,167,167,167,1427,513,678,1171,0,0,149,161,0,382,4481,0,6778,2166,2242,3995,0,0,400,550,0,895,17026,0,1666,1811,6036,13853,0,0,2255,2181,0,2111,29913,89307569,30633656,28901503,54516369,0,0,5930854,8264720,0,10270657,227825328,9037127,10770517,16181292,42332466,0,0,9100290,7096071,0,5764105,100281868,14710980,76673592,23440108,36570140,83567083,-1072901,0,0,10997841,13663254,0,866724,0,0,0,0,259416821,0,0,0,0,0,21671105,17964065,9585556,13281752,0,0,4033304,1697536,0,457057,68690375,1125631,74561391,0,-65629,0,0,0,0,4857264,27456236,0,0,0,0,0,0,0,0,0,0,0,0,0
106190315,GARFIELD MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,913,Investor - Corp.,Comparable,,626-573-2222,525 NORTH GARFIELD AVENUE,MONTEREY PARK,91754,PATRICK PETRE,210,210,210,2353,1774,755,2546,0,0,143,1357,123,989,10040,0,17469,9084,4029,11513,0,0,403,6512,206,2188,51404,0,6713,5640,1606,8463,0,0,417,3898,179,1245,28161,364965165,273261724,75671324,275621211,0,0,12253951,138716761,6489391,68358596,1215338123,85115957,87565079,14781659,143084766,0,0,16374664,73172591,2263143,10699534,433057393,10730944,391883664,342545551,82140373,475958353,-8000710,0,0,18829208,87296711,0,5761081,0,0,0,43806830,1450952005,12613798,83496414,0,13799644,109909856,58197458,30895051,16313320,26244037,0,0,9799408,138392285,2991453,24520355,307353367,1437952,290625303,0,5858963,0,0,0,0,6503410,24212733,0,0,0,0,0,0,0,0,0,0,0,0,0
106190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,925,Non Profit Corp.,Comparable,,323-644-2000,1891 EFFIE STREET,LOS ANGELES,90026,PHIL WONG,55,55,55,0,0,0,0,379,0,314,0,0,7,700,0,0,0,0,0,9371,0,1989,0,0,168,11528,0,0,0,0,0,77844,0,14714,0,0,0,92558,0,0,0,0,12868419,0,2983728,0,0,212115,16064262,0,0,0,0,16191071,0,5075687,0,0,0,21266758,0,0,0,0,0,-419164,5521575,0,1546782,0,0,72395,0,0,0,0,6721588,0,0,0,0,0,0,0,0,0,23537915,0,6931797,0,0,139720,30609432,162241,31394906,1678479,130,0,0,0,0,33477,11359823,0,0,0,0,0,0,0,0,0,0,0,0,0
106270777,GEORGE L. MEE MEMORIAL HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Monterey,08 - Mid-Coast,709,Non Profit Corp.,Comparable,Rural,831-385-6000,300 CANAL STREET,KING CITY,93930,RENA SALAMACHA,73,73,73,213,5,145,194,0,0,115,0,0,17,689,0,9129,33,526,3520,0,0,459,0,0,417,14084,0,13559,294,9243,56974,0,0,24504,0,0,3435,108009,19292495,311277,6873301,11508799,0,0,6327362,0,0,646909,44960143,31350971,704686,13860028,61989583,0,0,26382399,0,0,5151271,139438938,3192180,35183233,553416,13925480,49808319,-451665,0,0,14960512,0,0,168063,0,0,0,0,117339538,0,0,0,0,0,14735755,462548,7259514,23690063,0,0,17749248,0,0,3162415,67059543,2842429,68147728,0,929930,0,0,0,0,5995093,23612412,0,0,0,0,0,0,0,0,0,0,0,0,0
106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CTR,20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,909,Non Profit Corp.,Comparable,,818-502-1900,1420 SOUTH CENTRAL AVENUE,GLENDALE,91204,JILL WELTON,334,227,129,2662,1041,1942,2393,0,0,36,1095,8,252,9429,0,14624,3812,9109,8811,0,0,311,3533,45,1152,41397,0,19794,3812,6046,28408,0,0,848,12242,99,2862,74111,276341711,89189165,84071934,153150982,0,0,4520151,68870505,762662,20015110,696922220,98124884,24110834,21443398,92750946,0,0,4950260,48954232,546985,8698247,299579786,12504437,311578254,89031822,68886960,195795631,-4263546,0,0,5922169,77260087,0,4711542,0,0,0,25151968,786579324,862524,12547484,0,42522,13452530,58669057,24642870,35614861,61440956,0,0,1297554,38209616,0,3500298,223375212,2508855,248500873,0,38588929,0,0,0,0,54982806,107292826,0,0,0,0,0,0,0,0,0,0,0,0,0
106190328,GLENDORA OAKS BEHAVIORAL HEALTH HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,915,Non Profit Corp.,Comparable,,626-852-5000,150 WEST ROUTE 66,GLENDORA,91740,PARRISH SCARBORO,21,21,21,815,30,52,54,0,0,13,12,0,0,976,0,7888,392,226,409,0,0,72,40,0,4,9031,0,111,87,284,773,0,0,122,159,0,181,1717,31537637,1607284,1496049,3250284,0,0,415067,557282,0,10140,38873743,440557,249662,710296,1580887,0,0,415994,265798,0,334457,3997651,387600,21080646,1088008,1029574,3767535,0,0,0,610774,780120,0,0,0,0,0,0,28744257,0,0,0,0,0,10725323,768938,1176772,1063635,0,0,220287,42960,0,129222,14127137,111117,22001944,0,0,0,0,0,0,6282698,47966524,0,0,0,0,0,0,0,0,0,0,0,0,0
106110889,GLENN MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,Glenn,01 - Northern California,223,Non Profit Corp.,Comparable,Rural,530-934-1800,1133 WEST SYCAMORE STREET,WILLOWS,95988,BARBARA RYDGREN,47,25,25,121,0,25,2,0,0,12,0,0,1,161,0,6735,0,120,29,0,0,272,0,0,3,7159,0,17779,0,14555,2016,0,0,12019,0,0,2008,48377,7816491,0,2709214,599164,0,0,1808771,0,0,7234,12940874,11432297,0,7103815,1156703,0,0,5902172,0,0,1383400,26978387,1933282,6762911,0,5113367,526856,0,0,0,2624150,0,0,0,0,0,0,0,16960566,0,0,0,0,0,12485878,0,4699664,1229011,0,0,5086790,0,0,-542648,22958695,1091227,24832608,0,0,0,0,0,0,8467,892910,0,0,0,0,0,0,0,0,0,0,0,0,0
106420483,GOLETA VALLEY COTTAGE HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Santa Barbara,10 - Santa Barbara/Ventura,807,Non Profit Corp.,Comparable,,805-967-3411,351 SOUTH PATTERSON AVENUE,SANTA BARBARA,93111,RONALD C. WERFT,52,28,28,999,205,22,127,0,0,50,534,0,37,1974,0,2200,408,64,285,0,0,93,789,0,63,3902,0,19095,2255,1645,10686,0,0,1494,16206,0,1919,53300,75238726,13211924,1397563,9411759,0,0,3856652,41388819,0,3183312,147688755,44781966,7138158,4516434,23618902,0,0,2894014,47476935,0,4622804,135049213,1128451,97792634,7554738,5744474,27699451,0,0,0,8067858,27573459,0,3096304,0,0,0,4115019,182772388,0,0,0,0,0,21776676,12795345,169523,5331210,0,0,-1317192,60840912,0,369106,99965580,1348158,81664016,3663262,36462,0,0,0,0,1623743,108084952,0,0,0,0,0,0,0,0,0,0,346826,0,1191541
106150775,GOOD SAMARITAN HOSPITAL - BAKERSFIELD,20201,04/01/2019,03/31/2020,OPEN,Kern,09 - Central,617,Investor - Ptnr.,Comparable,,661-215-7500,901 OLIVE DRIVE,BAKERSFIELD,93308,AMANDEEP BASRA,64,64,57,707,109,338,622,56,0,141,16,0,6,1995,0,4038,614,2021,2233,370,0,632,168,0,32,10108,0,1983,177,204,3160,0,0,372,0,0,940,6836,14023455,2240612,5820193,10745071,886848,0,2233218,661209,0,134663,36745269,3359466,554133,245274,6836851,0,0,1512662,0,0,321931,12830317,582609,8289746,629639,3707336,4499016,-165000,105043,0,3706692,422681,0,482634,0,0,0,0,22260396,0,0,0,0,0,8510566,2165106,2523131,13082906,781805,0,39188,238528,0,-26040,27315190,852086,28724338,0,0,0,0,0,0,163929,2225525,0,0,0,0,0,0,0,0,0,0,4778365,8191382,0
106190392,GOOD SAMARITAN HOSPITAL - LA,20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,925,Non Profit Corp.,Comparable,,213-977-2121,1225 WILSHIRE BOULEVARD,LOS ANGELES,90017,JAMES R. WEST,408,333,214,3784,2043,2287,2749,0,0,111,2252,265,66,13557,0,21473,10494,13531,14980,0,0,907,9705,744,162,71996,0,15186,5998,5212,19262,0,0,1678,19670,6548,48,73602,458937675,262919348,204982636,274638911,0,0,15455401,216145380,18091865,3958510,1455129726,114932361,67440273,37367811,117987966,0,0,10430293,140043822,34553245,1477334,524233105,8898225,485889388,278603333,178367742,332808042,0,0,0,18488817,263055456,0,47734442,0,0,0,4076503,1617921948,3580324,4236372,0,3883013,11699709,85387578,53849992,62823828,62175743,0,0,7297909,95612732,4655087,1337723,373140592,4567377,410847005,0,16637164,0,0,0,0,11163614,108533110,0,0,0,0,0,0,0,0,0,0,31417658,38461182,20397124
106430779,GOOD SAMARITAN HOSPITAL - SAN JOSE,20201,04/01/2019,03/31/2020,OPEN,Santa Clara,07 - Santa Clara,431,Investor - Corp.,Comparable,,408-559-2011,2425 SAMARITAN DRIVE,SAN JOSE,95124,JOE DESCHRYVER,474,351,351,4922,1560,581,1114,0,0,359,8499,69,461,17565,0,28731,8313,4639,6007,0,0,3005,34515,255,1340,86805,0,41258,8207,1575,12268,0,0,2847,63260,952,5925,136292,1340012637,366964727,138826275,200804101,0,0,156787713,1211797274,9685747,39338130,3464216604,611683918,157033470,23172719,153078851,0,0,38904610,814680649,11597850,35117863,1845269930,0,1809042261,503179617,154335621,345084315,0,0,0,146571542,1625121295,0,2592851,0,0,0,29445924,4615373426,0,0,0,0,0,142654294,20818580,7663373,8798637,0,0,49120781,401356628,18690746,45010069,694113108,1319155,519082709,16764421,0,0,0,0,0,36990774,176757978,0,0,0,0,0,0,0,0,0,0,0,0,0
106190352,GREATER EL MONTE COMMUNITY HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,913,Investor - Corp.,Comparable,,626-579-7777,1701 SANTA ANITA AVENUE,SOUTH EL MONTE,91733,STANLEY TOY,117,117,117,621,329,608,1067,0,0,0,149,0,79,2853,0,3530,1764,4129,7022,0,0,0,605,0,285,17335,0,996,982,4389,12810,0,0,0,1471,0,2472,23120,45063753,22296061,42866621,85419662,0,0,0,8251632,0,2005913,205903642,11894549,10631309,21252610,48837453,0,0,0,8152191,0,6809172,107577284,6818638,46574294,27251621,46074833,111841666,-5685421,0,0,0,11766587,0,0,0,0,0,1339431,245981649,0,7743938,0,0,7743938,10384009,5675748,23729818,30159388,0,0,0,4637235,0,657017,75243215,234664,66625314,0,0,0,0,0,0,285564,2305813,0,0,0,0,0,0,0,0,0,0,0,0,0
106350784,HAZEL HAWKINS MEMORIAL HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,San Benito,08 - Mid-Coast,701,District,Comparable,Rural,831-637-5711,911 SUNSET DRIVE,HOLLISTER,95023,KEN UNDERWOOD,144,142,100,761,71,436,225,0,0,37,359,0,24,1913,232,6648,327,27827,622,0,0,84,956,0,1959,38423,33574,46400,4818,42842,26875,0,2,5891,48790,1180,3575,180373,37951739,4209954,28960169,9393802,0,0,1555272,14535879,0,1858746,98465561,68814387,8763174,44106412,32452824,0,5115,10077254,52074517,517599,3611309,220422591,3938976,87657710,10987625,38726339,28324503,-1026481,0,4707,5476098,33927500,0,771236,0,0,0,978557,209766770,0,0,0,0,0,19090150,1982478,35211503,13496738,0,408,5654965,31150291,39973,2494876,109121382,9063280,126984298,13797179,4388196,0,0,0,0,1413353,59580856,0,0,0,0,0,0,0,0,0,0,0,0,0
106490964,HEALDSBURG DISTRICT HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Sonoma,03 - North Bay,401,District,Comparable,Rural,707-431-6500,1375 UNIVERSITY STREET,HEALDSBURG,95448,JOSEPH HARRINGTON,43,38,27,459,35,49,118,0,0,71,27,0,22,781,0,2837,337,602,3796,0,0,207,54,0,33,7866,0,18386,2282,940,6183,0,0,10056,2659,0,1977,42483,16847198,2026949,3393475,15779904,0,0,2784928,875560,0,317459,42025473,35935020,3086404,2437139,13435579,0,0,15019263,4243461,0,1975186,76132052,2441519,27012452,3657746,4628570,16666225,0,0,0,10480792,2771043,0,0,0,0,0,-4595892,63062455,235556,356295,0,254001,845852,25769766,1691163,1202044,12905553,0,0,7323399,2601979,0,4447018,55940922,2124748,60204798,0,10725855,0,0,0,0,1334318,8857055,0,0,0,0,0,0,0,0,0,0,0,0,0
106304159,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,20201,04/01/2019,03/31/2020,OPEN,Orange,13 - Orange,1015,Investor - Ptnr.,Comparable,,714-289-2400,393 S. TUSTIN STREET,ORANGE,92866,ROBERTA CONSOLVER,27,27,27,0,0,33,30,0,0,1,63,0,0,127,0,0,0,2303,3924,0,0,147,1768,0,0,8142,0,0,0,0,16,0,0,0,2566,0,0,2582,0,0,12531997,23249457,0,0,515113,9038800,0,0,45335367,0,0,0,7611,0,0,0,1239758,0,0,1247369,255899,0,0,10622780,17466560,0,0,0,383795,8223307,0,0,0,0,0,0,36952341,0,0,0,0,0,0,0,1909216,5790508,0,0,131317,1799354,0,0,9630395,5836,9330123,0,0,0,0,0,0,65932,2554772,0,0,0,0,0,0,0,0,0,0,0,0,0
106331194,HEMET GLOBAL MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,Riverside,12 - Inland Counties,1109,District,Comparable,,714-835-3555,1117 EAST DEVONSHIRE,HEMET,92543,PETER BARONOFF,417,309,309,2245,3486,638,2618,0,0,263,777,0,156,10183,0,13643,19562,3666,17184,0,0,1100,3863,0,579,59597,0,6877,13339,5613,28107,0,0,2074,4168,0,4700,64878,119955154,180889885,35364168,144578132,0,0,8985477,23753050,0,4427456,517953322,44663880,92955856,13975867,93509030,0,0,8978020,25021178,0,14191215,293295046,133526,127724663,214768363,39611190,184609534,-3567903,0,0,14377811,37520868,0,0,0,0,0,13128804,628306856,0,0,0,0,0,36894370,59077377,13296748,53477629,0,0,3585686,11253358,0,5356344,182941512,242898,147747886,1984673,0,0,0,0,0,3890727,23468764,0,0,0,0,0,0,0,0,0,0,0,0,0
106190949,HENRY MAYO NEWHALL HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,903,Non Profit Corp.,Comparable,,661-253-8000,23845 MCBEAN PARKWAY,VALENCIA,91355,ROGER SEAVER,357,277,277,3023,2527,1130,988,0,0,256,4184,0,229,12337,0,16764,10577,5862,4105,0,0,1027,15575,0,625,54535,0,23536,12436,7524,20113,0,0,3305,47154,0,4250,118318,286970097,208508099,79845386,86061124,0,0,20051317,289713454,0,11353956,982503433,144824355,118915647,47465663,118193071,0,0,21712482,304315508,0,22392605,777819331,34557844,373578179,299143646,92701922,160453341,0,0,0,31685250,398617587,0,2113979,0,0,0,-456585,1392395163,0,0,0,0,0,57879738,28111834,33552378,43632587,0,0,8653614,193515714,0,2581736,367927601,7479111,375615761,0,-5108886,0,0,0,0,22358168,299794070,0,0,0,0,0,0,0,0,0,0,0,0,0
106344021,HERITAGE OAKS HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Sacramento,02 - Golden Empire,311,Investor - Corp.,Comparable,,916-489-3336,4250 AUBURN BLVD.,SACRAMENTO,95841,SHAWN SILVA,125,120,120,814,184,1490,0,0,0,1010,519,39,0,4056,0,11604,2600,14199,0,0,0,9828,3542,410,0,42183,0,3210,0,0,0,0,0,5111,12044,6,0,20371,18566400,4160000,22718300,0,0,0,15724800,5668155,656000,0,67493655,1961704,0,0,0,0,0,3003126,7558936,2856,0,12526622,1589739,5108481,1182144,9466358,0,0,0,0,7333911,5782115,0,658856,0,0,0,0,31121604,0,0,0,0,0,14925031,2888911,12838612,0,0,0,11040874,7205245,0,0,48898673,7484,32576208,4140999,943803,0,0,0,0,707084,15732640,0,0,0,0,0,0,0,0,0,0,0,0,0
106362041,HI-DESERT MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,San Bernardino,12 - Inland Counties,1214,Investor - Ptnr.,Comparable,Rural,760-366-3711,6601 WHITE FEATHER ROAD,JOSHUA TREE,92252,KAREN FAULIS,179,175,117,664,442,739,234,0,0,55,223,1,64,2422,0,3270,1955,25142,5194,0,0,2824,618,2,458,39463,0,10267,7856,19286,5786,0,0,2804,7711,1,2013,55724,35536488,23365286,61498404,15621183,0,0,3366280,12156854,54142,2838740,154437377,41279280,32419393,63794121,22970999,0,0,6856453,28875833,782,8137930,204334791,2108136,68288995,45195428,101961227,32937171,-588710,0,0,8246635,28431665,0,54924,0,0,0,6867744,293503215,0,0,0,0,0,8526773,10589251,23920008,5655011,0,0,1644218,11385968,0,3547724,65268953,424155,78349862,0,48027,0,0,0,0,3042419,7916373,0,0,0,0,0,0,0,0,0,0,0,5971831,1982495
106010846,HIGHLAND HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Alameda,05 - East Bay,417,City/County,Comparable,,510-437-4800,1411 EAST 31ST STREET,OAKLAND,94602,DELVECCHIO FINLEY,449,438,438,3703,426,3248,6440,0,477,155,922,41,712,16124,0,30984,2293,51692,37281,0,1899,1217,4323,233,3602,133524,0,61039,1915,47910,146567,0,44644,1984,9676,938,17350,332023,437911119,48658933,364112645,544265696,0,38797277,22381137,87961418,5590327,48914753,1598593305,167325479,14054642,111154646,359947180,0,96531277,10424705,45318356,3940359,66976931,875673575,85251693,485302897,50707152,374278088,713545307,-110594678,0,135328554,25423719,65621678,0,9321687,0,0,0,22661842,1856847939,0,0,87130665,0,87130665,119933701,12006423,211583881,190667569,0,87130665,7382123,67658096,208999,7978149,704549606,180245559,951562884,0,0,0,0,0,0,84789296,181120346,0,0,0,0,0,0,0,0,0,0,0,0,0
106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,20201,04/01/2019,03/31/2020,OPEN,Orange,13 - Orange,1016,Non Profit Corp.,Comparable,,949-764-4624,1 HOAG DRIVE,NEWPORT BEACH,92663,ROBERT BRAITHWAITE,518,517,400,9967,4778,657,2639,0,0,377,12643,0,1531,32592,0,45129,20225,2719,10225,0,0,1500,45921,0,4729,130448,0,143307,52868,3873,29157,0,0,8227,233926,0,17191,488549,649898074,315994315,48905090,128034341,0,0,15917025,589132344,0,38079192,1785960381,581194881,206372359,16816557,115858910,0,0,22954828,727830818,0,48368180,1719396533,18471039,985035373,469787993,-17819281,234814636,0,0,0,10455358,692494361,0,23141440,0,0,0,22427382,2438808301,21940964,0,0,35112485,57053449,244497798,74252727,81621730,6653867,0,0,25716805,646517689,0,44341446,1123602062,52180203,1148222375,0,83452905,0,0,0,0,98672398,807551550,0,0,0,0,0,0,0,0,0,0,0,0,0
106304460,HOAG ORTHOPEDIC INSTITUTE,20201,04/01/2019,03/31/2020,OPEN,Orange,13 - Orange,1016,Investor - Ptnr.,Comparable,,949-517-3149,16250 SAND CANYON AVENUE,IRVINE,92618,JENNIFER MITZNER,70,70,20,1972,564,0,11,0,0,158,1761,0,30,4496,0,3489,1131,0,34,0,0,280,2655,0,44,7633,0,441,204,0,3,0,0,36,612,0,13,1309,169571812,51670727,0,669434,0,0,15034085,153240467,0,2600532,392787057,22089120,10389113,0,80204,0,0,1765585,30579653,0,656486,65560161,714750,153017304,46270854,-65416,635297,0,0,0,4278802,118155632,0,1018204,0,0,0,136836,324162263,0,0,0,0,0,38573204,15699788,-87684,107400,0,0,12431264,65245639,0,2215344,134184955,91965,99988539,0,771715,0,0,0,0,999392,4564257,0,0,0,0,0,0,0,0,0,0,599452,0,0
106190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,925,Investor - Corp.,Comparable,,213-413-3000 xet4452,1300 NORTH VERMONT AVENUE,LOS ANGELES,90027,ROBERT ALLEN,434,413,280,2778,1531,2645,4805,0,0,28,1461,0,482,13730,0,20074,7531,14373,36635,0,0,491,5367,0,1373,85844,0,9057,2968,9404,19508,0,0,3185,10571,0,5720,60413,252738627,116757349,135083764,337271584,0,0,2964550,85558013,0,18838948,949212835,59846608,35748292,44191644,124477579,0,0,2647016,48161455,0,18282004,333354598,5094808,234500743,141598532,100694763,407463569,-18284431,0,0,7663764,103309161,0,7035611,0,0,0,17478390,1006554910,0,51010172,0,0,51010172,78084492,10907108,96865076,105295767,0,0,-2052199,30410306,0,7512145,327022695,4541800,314416613,0,4606616,0,0,0,0,64348201,186161816,0,0,0,0,0,0,0,0,0,0,0,0,0
106301209,HUNTINGTON BEACH HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Orange,13 - Orange,1014,Investor - Corp.,Comparable,,714-843-5000,17772 BEACH BOULEVARD,HUNTINGTON BEACH,92647,RICHARD ROWE,131,131,131,1664,407,308,706,0,0,207,142,0,164,3598,0,15501,1888,1989,2412,0,0,680,418,0,349,23237,0,8675,1003,1744,6875,0,0,2278,1939,0,1457,23971,84442418,16903274,16376951,28741586,0,0,7919058,4931238,0,2383518,161698043,9787221,4098386,5018555,20932050,0,0,7191559,5816713,0,3849868,56694352,5644590,76467847,12374346,19956472,29378394,-181689,0,0,9893602,9107247,0,394793,0,0,0,0,163035602,0,0,0,0,0,17761791,8627314,1620723,20295242,0,0,5217015,1640702,0,194006,55356793,277665,59456133,0,99929,0,0,0,0,3276011,58297995,0,0,0,0,0,0,0,0,0,0,0,0,0
106190400,HUNTINGTON MEMORIAL HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,911,Non Profit Corp.,Comparable,,626-397-5000,100 W. CALIFORNIA BOULEVARD,PASADENA,91105,LORI J MORGAN,573,573,327,7247,4971,2193,3001,1,0,382,9740,48,434,28017,0,35843,20311,11399,11210,1,0,1452,35573,146,1332,117267,0,37020,24318,5475,17914,3,0,3884,79245,832,8023,176714,783165636,508607853,187849209,237030493,117052,0,36274638,747220736,2755009,27123173,2530143799,180790576,148671507,31161241,121411736,136655,0,14343085,327056055,3350329,32920886,859842070,56914408,824826995,540561764,195932429,321723294,0,226073,0,39050172,791245702,0,6105338,0,0,0,0,2776586175,0,0,0,0,0,139129217,116717596,23078021,36718935,27634,0,11567551,283031089,0,3129651,613399694,14713619,655936650,0,-7197758,0,0,0,0,133360577,530342542,0,0,0,0,0,0,0,0,0,0,0,0,0
